댓글 ID,채널 ID,댓글 생성 타임스탬프,가격,상위 댓글 ID,게시물 ID,동영상 ID,댓글 텍스트,최상위 댓글 ID
Ugzz0big7uegjHytJk54AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2026-05-17T03:53:50.82613+00:00,0,,,AQLExGlm1-Y,"{""text"":""누나 둘에 남자가 막내면 누나들 이란 존재는 시끄러운 형둘입니다""}",
Ugwvgy3vPVOivTrBPVN4AaABAg.AW5mmMOp2DXAWSVI3wbmjb,UCuGz8hZspvz_sC0P4DLUL8Q,2026-05-06T04:43:52.54262+00:00,0,Ugwvgy3vPVOivTrBPVN4AaABAg,,DsTbfaK8Szg,"{""text"":""이 착하고 성실하고 평범한 청년""}",Ugwvgy3vPVOivTrBPVN4AaABAg
UgwpKmz_XAhpIT077mh4AaABAg.AU8SmxhBLXIAUf8VKl3Q-7,UCuGz8hZspvz_sC0P4DLUL8Q,2026-03-22T18:51:17.284873+00:00,0,UgwpKmz_XAhpIT077mh4AaABAg,,b_xi4Za7Uuk,"{""text"":""메기 린데만""}",UgwpKmz_XAhpIT077mh4AaABAg
Ugx5wA2ukeZ7sTgXx4F4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2026-03-01T13:56:15.748974+00:00,0,,,JvBw3ThE2hY,"{""text"":""하프물범은 안먹히나요?""}",
UgzfavKEY7TTZOxhVUB4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2026-01-29T14:40:19.308942+00:00,0,,,2Lv_8O5ZbEA,"{""text"":""yt애플 데려와주세요""}",
Ugyhv_hhlWvf0V_UJJF4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2026-01-29T13:43:38.615611+00:00,0,,,ByuQCzDkEq0,"{""text"":""대전 서일고 같은데요""}",
UgwSiBia3bz_-s5x-oN4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2026-01-27T02:55:55.321697+00:00,0,,,Lx7LZ4WYZvU,"{""text"":""남자가 마음급해지면 여자는 뷴명 후회할텐데""}",
Ugzmp4m3R0ZTXUuwZVN4AaABAg.9EmfMC5BRo3ARmneJm5MFU,UCuGz8hZspvz_sC0P4DLUL8Q,2026-01-10T04:40:09.300074+00:00,0,Ugzmp4m3R0ZTXUuwZVN4AaABAg,,gVB_b4dXpZw,"{""text"":""채널이 팔렸나봐요 이상한게 뜨네요""}",Ugzmp4m3R0ZTXUuwZVN4AaABAg
UgzLXmnRNo-526DBmiJ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2026-01-08T05:32:31.17839+00:00,0,,,gw5eM84zjAc,"{""text"":""대학교 자취방은 아무래도 그냥 가야겠죠?""}",
Ugxz_uqC_EwOIqGJAoF4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2026-01-06T08:00:28.358559+00:00,0,,,HZ_RKLbSunU,"{""text"":""ferdona""},{""text"":""\n""},{""text"":""\n""},{""text"":""최근에 눈쟁이보고 키보드를 바꿨는데요 자석축 이면 더 좋죠""}",
UgygTkjPm6ooOpGdTDV4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2026-01-06T04:50:55.142806+00:00,0,,,jg4A-wnt0mw,"{""text"":""훈련때 탄창안낀거 체중게에 올려봤는데 2kg남짓이어서 이게 이렇게 가볍다고? 라고 생각했음""}",
Ugx2yJBopB0_wE1Zvb94AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2026-01-03T15:18:10.292403+00:00,0,,,vdLZqaRjzGI,"{""text"":""컷미다운 가져와잇!""}",
UgylOVv7y4JKKPTRoi14AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-12-31T18:55:19.132917+00:00,0,,,Sf1dc4MUtuE,"{""text"":""7:09"",""videoLink"":{""externalVideoId"":""Sf1dc4MUtuE"",""startTimeSeconds"":429}},{""text"":""\n""},{""text"":""duyenn.hipp""}",
UgydK3BVO_GMm1R4HdJ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-12-26T07:41:50.372978+00:00,0,,,fNle3faEfvc,"{""text"":""ferdona""},{""text"":""\n""},{""text"":""\n""},{""text"":""눈쟁이 내년도 화이팅""}",
UgxP55AX2gOkObm_33B4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-12-22T06:51:04.566947+00:00,0,,,ascdtz2HzBc,"{""text"":""군차량도 수동이 꽤 있는데 군차량은 액셀을 쳐서 rpm올리면서가면 덜합니다""}",
UgwJWLxjzDK3BnSJFtZ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-12-19T09:43:13.513888+00:00,0,,,NDcH3pzBmYQ,"{""text"":""타임라인 모음""},{""text"":""\n""},{""text"":""\n""},{""text"":""35:25"",""videoLink"":{""externalVideoId"":""NDcH3pzBmYQ"",""startTimeSeconds"":2125}},{""text"":"" 서버입장""},{""text"":""\n""},{""text"":""4:56:28"",""videoLink"":{""externalVideoId"":""NDcH3pzBmYQ"",""startTimeSeconds"":17788}},{""text"":"" 히든""},{""text"":""\n""},{""text"":""5:10:31"",""videoLink"":{""externalVideoId"":""NDcH3pzBmYQ"",""startTimeSeconds"":18631}},{""text"":""\n""},{""text"":""7:21:00"",""videoLink"":{""externalVideoId"":""NDcH3pzBmYQ"",""startTimeSeconds"":26460}}",
UgzSEzuuzng60-x7d_B4AaABAg.AQVLyqQ--_fAQWkMamE-Dp,UCuGz8hZspvz_sC0P4DLUL8Q,2025-12-09T17:12:54.101821+00:00,0,UgzSEzuuzng60-x7d_B4AaABAg,,67rsca-6g8c,"{""text"":""응력 차폐 말씀이신거죠?""}",UgzSEzuuzng60-x7d_B4AaABAg
Ugya2az1w5vLIqrAUZN4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-12-08T15:27:24.909954+00:00,0,,,ewBeYu-qpuM,"{""text"":""군대를 안갔나..? 못갔나..? 세탁기랑 빨래를 어캐 못하지?""}",
Ugxya4X2V5e45E3g--l4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-12-08T04:30:57.995121+00:00,0,,,Gmv4YqgMvpk,"{""text"":""와 tccc""}",
UgwI9amfj7QjmE1a9LN4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-11-30T02:24:29.691335+00:00,0,,,WY0uqKh5xRU,"{""text"":""신발장은 청소안하셔요..? 하면 상관없지 않나요?""}",
Ugxge_7jPMM4rGAR9yR4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-11-20T08:21:51.085711+00:00,0,,,XAt3f82-dao,"{""text"":""한국에 있었죠 근데 외국에 넘긴걸로 알고있습니다 회사에 자금이 부족해서 파산직전에요.. 예""}",
UgyEZjErntABXwKDcK54AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-11-17T22:50:28.923831+00:00,0,,,CphAsqxBqzc,"{""text"":""아침에 카프레이즈 연속 50회면 ""},{""text"":""\n""},{""text"":""어.. 예 괜찮을것 같네요""}",
UgyjKfYjGfLsATHYBNl4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-11-14T11:21:31.236586+00:00,0,,,sJiBK9neNoQ,"{""text"":""군수지원대대 는 준위 보기 매우 쉬웠습니다""}",
UgxGUh7O2Fszha8zzBx4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-11-11T09:53:10.772053+00:00,0,,,s8c7QPXK-wo,"{""text"":""36:14"",""videoLink"":{""externalVideoId"":""s8c7QPXK-wo"",""startTimeSeconds"":2174}},{""text"":"" 히어로가 아니라 히로인이요..?""}",
UgxUZ0lLwpQXxJJZkct4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-10-31T08:10:30.093471+00:00,0,,,1kllY9xJDjs,"{""text"":""ferdona""},{""text"":""\n""},{""text"":""제컴퓨터도 눈쟁이로 공부하다 맞췄어요 항상 고마워요""}",
UgwyWPcs_7Hbn7ZLG7J4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-10-27T19:39:30.851957+00:00,0,,,WjWKzqkprcI,"{""text"":""가로로 하셨네.. 접착면을 보다 적게ㅜ세로로 했다면 다르지 않았을까요""}",
UgyRYTBEHxOKEejshFl4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-10-25T04:21:41.845692+00:00,0,,,2BHDmsi02nQ,"{""text"":""사리곰탕이나 사줘야겠다""}",
Ugy77Ru4ftaM0i4i9Lp4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-10-20T05:10:45.91358+00:00,0,,,8yM-SaPxrMY,"{""text"":""재밌는데 구독은 안할래요""}",
UgyuNH1zD7ye5uc8zcR4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-26T03:11:01.211809+00:00,0,,,Tbl5T4YimI4,"{""text"":""이시대에 레식 유튜버 라니 대단하시군요""}",
UgwITudKrwynz6phPM54AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-25T21:40:29.711773+00:00,0,,,P1qagC7pyaY,"{""text"":""알두인""}",
Ugy5tP6E32DIdGAeTlp4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-23T10:07:28.357842+00:00,0,,,Sc_dSCcJH8g,"{""text"":""이게 왜 지금 알고리즘에..?""}",
Ugw0yCWyvvTuRyfyIJN4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-11T01:46:20.672616+00:00,0,,,nw_07jCMvyQ,"{""text"":""기졀! 잡아따! 기졀! 기여워요""}",
UgxsgnufaT_e0IezC414AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-10T18:44:13.962698+00:00,0,,,HvMBKSuyezM,"{""text"":""저도 구닌인데..""}",
UgwErxdD7lOYecIlnkV4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-10T18:42:49.317225+00:00,0,,,LHTO1ExuGMI,"{""text"":""??:마트 다녀오셨나 봐요""}",
UgwxZT4fJQ2emmW1hhd4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-10T18:40:30.695236+00:00,0,,,66527DpnnDQ,"{""text"":""곰은 사람을 찢어""},{""text"":""\n""},{""text"":""곰씨는 팀원을 찢어""}",
UgwJSeuW-R9VtpXrsJV4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-10T18:39:21.880198+00:00,0,,,sYjuGk7D7M8,"{""text"":""방송몇시에 하시나요?""}",
Ugz1sSe2tpz8EfqI94Z4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-10T18:32:03.519908+00:00,0,,,Lg5sqZ6wQ3s,"{""text"":""이상한거 아이언사이트 , 박격포, 판처""}",
UgxMPiJxQNFttYC3x2h4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-10T18:28:29.419984+00:00,0,,,2bo3_HfxMtc,"{""text"":""사자님 부럽다""}",
UgxmIEJiIHcXzUJdswV4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-10T18:26:03.385398+00:00,0,,,kfY3F5U13Qo,"{""text"":""판처 어떻게 하시는거에여?""}",
Ugw95oxLlJhfOIFUHaF4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-09T19:15:45.950197+00:00,0,,,GnT21JYTDVE,"{""text"":""귀엽다""}",
Ugwx962Un2mWpagQN2B4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-07T18:14:11.221056+00:00,0,,,uEiFJ30wfuk,"{""text"":""진짜 귀여우시다""}",
UgxnN30L_3CN3aqJUxZ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-07T18:09:16.046024+00:00,0,,,CDU4UogNc1g,"{""text"":""오 귀여워요""}",
UgzfHOAO4aUmCOLR7RJ4AaABAg.AM8qnevVcVsAMmMRBfkyLD,UCuGz8hZspvz_sC0P4DLUL8Q,2025-09-07T17:56:35.28834+00:00,0,UgzfHOAO4aUmCOLR7RJ4AaABAg,,ury1qxW98CQ,"{""text"":""먹버..?""}",UgzfHOAO4aUmCOLR7RJ4AaABAg
Ugyn6L0toUYx39blNsV4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-08-23T05:51:07.54575+00:00,0,,,0GBDNTumR14,"{""text"":""쓰는데도 물론 있겠지만 일단 우리부대는 없었음""}",
Ugxsu5fT-pNH_H-_kip4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-08-15T07:49:52.937635+00:00,0,,,1jJ756ZJmuY,"{""text"":""짬밥이요""}",
Ugw2SDX3cxyXmZvt_5l4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-05-13T05:09:50.951177+00:00,0,,,O-E0jf3vaok,"{""text"":""눈치우는더 겁나 힘든데 자기가 안해봤다고 금방할것 같다 이러네""}",
UgyYUscfNfkjCunzNIJ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-05-11T08:54:52.799147+00:00,0,,,6l0ilAkIdo8,"{""text"":""총기 잃어버린건 해당 군인이 더 딲였을것 같은데...""}",
UgzFQPeLl3p-dsGMRnh4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-05-11T06:09:27.164381+00:00,0,,,qw-MtXpadHg,"{""text"":""군대 체험""}",
UgyEPDQBJp3gmJnkfld4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-05-06T09:12:29.544721+00:00,0,,,wnl1KUpN1lE,"{""text"":""남자것도 해주세요""}",
Ugwm5Jlj9f9f0PulfwJ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-05-04T02:41:24.933671+00:00,0,,,DYvXNHAnEYI,"{""text"":""깔깔이 디지털디자인으로 줍니다""}",
UgyfYfMpipvyaRmcjsV4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-04-30T07:28:06.83494+00:00,0,,,rGdGSIJqnv0,"{""text"":""요즘 군대가 짧다 뭐라도 할 수 있겠냐 하시지만 다 주특기만큼은 가능합니다""}",
Ugyy6MhGvv8RQHvWRf54AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-04-04T23:20:50.979104+00:00,0,,,NyuhrwysKX8,"{""text"":""day6 - congratulations 리메이크 인가요?""}",
Ugw5Z1FcSwdUOTYqDYJ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-01-31T14:01:45.412895+00:00,0,,, -yD5LJEbWIM,"{""text"":""인간 머리를 극도로 잘씀 그 대가로 근육이 녹음""}",
UgyXRGfsm6V1_Ho5xd14AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2025-01-05T07:28:56.858993+00:00,0,,,BSY3XT5-MhE,"{""text"":""이수 넘쳐흘러""}",
UgzQBb1_Ryq33fmv6rR4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2024-12-12T15:46:33.826807+00:00,0,,UgkxmjRs6s9hfNNazi2X6P9-jlEyslZhOucG,,"{""text"":""재생목록좀 만들어주세요""}",
UgyWZZtB3MWGocZ-1XZ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2024-12-07T16:34:50.844581+00:00,0,,,Th_Y3RcxMQQ,"{""text"":""기사님 나빠요""}",
Ugw5H4RCmB8dEDGzpAl4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2024-12-01T09:34:57.342465+00:00,0,,,uDHIOsRGSxM,"{""text"":""남자 여자 문제가 아니라 그냥 잘부르시잖아요""}",
UgyChq48Pe6u1DP9h894AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2024-10-12T10:04:28.684474+00:00,0,,,7bEt1bN9dzM,"{""text"":""우리는 앞이랑 똑같은데..""}",
UgwvxhM1rLx8H6FzT8x4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2024-03-27T05:14:21.841057+00:00,0,,,LXZF-_y9iAs,"{""text"":""교회 안좋아하면 다니는 사람도 싫어하냐 물어보고 싫다하면 근처에 안가요..""}",
UgwchpXs4crtrfd3SV94AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2024-02-20T03:49:39.526484+00:00,0,,UgkxfxKH5Abwbphz5wfuqsHgZagWfPI9FdNC,,"{""text"":""킥 가죠!""}",
UgyCxDQ4wHhRF_MVAAV4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2024-02-19T03:44:44.687372+00:00,0,,,3S2bMja_dMM,"{""text"":""louis and chunsik""}",
UgyWhhXy3ybwO4L_4sl4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2024-02-15T13:09:29.606921+00:00,0,,,xrmk5ckGP-o,"{""text"":""유튭 채널도 파줘잉..""}",
UgyLgAnlU8OACjAD4G14AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2023-12-05T19:36:53.069279+00:00,0,,,-8pkqpu75Ec,"{""text"":""악마분쇄기면 즉일 수 있는..?""}",
UgylRR8ywzdBDKdpoHN4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2023-11-19T10:41:19.279204+00:00,0,,,F_vLaYgZAJw,"{""text"":""형 저녁시간대에 이건 너무하잖아...""}",
Ugwm8QYuBsZlHSS7Eep4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2023-11-07T16:41:48.81135+00:00,0,,,NF69tgni-nE,"{""text"":""십자가 뒤집힌거 성인의 증표인데..""}",
UgwEaj3CN6_gECw8nRJ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2023-10-11T11:38:00.0294+00:00,0,,,4E4zE7rwShs,"{""text"":""허듄임 ""},{""text"":""12:43"",""videoLink"":{""externalVideoId"":""4E4zE7rwShs"",""startTimeSeconds"":763}}",
UgyIB1pXvKgD6ArnF-Z4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2023-09-18T09:30:25.877108+00:00,0,,,4_bQ0GQDYvs,"{""text"":""담공지.. 주세요..""}",
UgxZqWCRI11pZsgO_WZ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2023-09-15T10:27:16.747588+00:00,0,,,7DWKxKCfTng,"{""text"":""형님 다른 것도 요약해주세요! 형님께 가장 재밌습니다!""},{""text"":""\n""},{""text"":""\n""},{""text"":""\n""},{""text"":""%지나가던 어머니께서 저XX왜 저러냐 하심""}",
UgwCMSy2IEYZkjbS9WF4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2023-08-08T15:03:48.493+00:00,0,,,Uqpv60UbIcA,"{""text"":""1기압에서 뜰락말락한거면 공기를 빼면 뜨는거임..?""}",
UgwymKkLJhJIFpIP_WV4AaABAg.9t3dJmQzChh9t3dPpEahYe,UCuGz8hZspvz_sC0P4DLUL8Q,2023-08-06T08:06:48.017604+00:00,0,UgwymKkLJhJIFpIP_WV4AaABAg,,a39kl2fqazo,"{""text"":""imnotmandy라는 유튜브도 있음""}",UgwymKkLJhJIFpIP_WV4AaABAg
